x-box,y-box,width,high,onpix,x-bar,y-bar,x2bar,y2bar,xybar,x2ybr,xy2br,x-ege,xegvy,y-ege,yegvx,class
,,,,,,,,,,,,,,,,V
,2.0,,,,,,,9.0,,,,,,,,X
2.0,,,,,,5.0,,4.0,,,,,,,8.0,U
,,,,,,,,,,,,,,5.0,,R
,,,,,,,,,,,,0.0,,,,F
,,,,,,,,,,,9.0,,,,11.0,R
4.0,,,,4.0,,,,,,,6.0,,8.0,6.0,10.0,B
2.0,,3.0,,,,,6.0,10.0,,,,,,4.0,9.0,C
,,3.0,4.0,3.0,,7.0,,6.0,,,,,8.0,3.0,8.0,D
,,,,5.0,,,,,6.0,5.0,,4.0,,,,O
,,,,,,8.0,9.0,,,,,,,,,O
,,,,,,,4.0,,,,4.0,,,,,T
,,,,,,,4.0,,,6.0,,,,,,J
,,,,,,14.0,,6.0,,11.0,,,,,,T
,7.0,,,6.0,,8.0,,,,,,2.0,6.0,,,X
3.0,,,4.0,,,,,,,,,,,,,T
,,,,,,8.0,4.0,,,,6.0,,,,,R
,,5.0,,2.0,8.0,6.0,4.0,,,,,,,,7.0,J
,,6.0,,,,,,,,,,,,,,S
,,,,,,,5.0,,,,,,,,,S
,,,,3.0,,,,5.0,,,9.0,,,,8.0,O
,,,,,7.0,8.0,9.0,,,,,,8.0,,,O
,,,,2.0,,,,,11.0,,,,9.0,,,C
,,,,,,,3.0,7.0,10.0,,,,,,,H
,,,,,,,,,,,9.0,,,,,D
,,,,,7.0,,,,,,,,,,,N
1.0,,,,0.0,,,,,,,,3.0,8.0,,11.0,K
8.0,,,,,12.0,,,,,,,,,2.0,,M
,,,,5.0,,6.0,4.0,,6.0,7.0,,,9.0,,,L
,,,8.0,,7.0,14.0,,,,,,0.0,,0.0,,T
,9.0,,,,,,,,,,,,,,6.0,W
,,,,4.0,,,8.0,,,,,,,,,O
2.0,,,,,,,,2.0,,6.0,,,,,11.0,K
,,,,,,,,4.0,,,,,,,6.0,R
,,,6.0,,,13.0,,3.0,,,,,,,,P
,10.0,,,,,8.0,,,,,,,,3.0,,D
,4.0,,,,,,,,,,8.0,,,,,U
,,,,,,7.0,,7.0,7.0,,6.0,,,,8.0,D
,,,,,10.0,,,,10.0,,7.0,,,,11.0,S
,,4.0,,,7.0,8.0,14.0,,7.0,5.0,,3.0,,0.0,,H
1.0,,,,,,,,,,,,,8.0,,,O
,,,,,,5.0,,,7.0,,,,,,,U
,,7.0,8.0,,,,,,,,6.0,,,3.0,,D
,,,,3.0,,11.0,,5.0,,,,,,3.0,5.0,V
,8.0,,,,,,,,,,,2.0,6.0,,,A
,,,,,5.0,,,,7.0,,,10.0,,,6.0,W
,,3.0,,,,,,,,,,,,,,O
,,,,,,8.0,,,,,,,10.0,,8.0,V
,,,,1.0,,,,7.0,,,,,,1.0,,I
,,7.0,,,,,3.0,,,,,5.0,,,,M
,,7.0,,7.0,,,,,6.0,5.0,8.0,,,,,R
,9.0,,,,,,,,,3.0,,4.0,,,,G
,,,,,,3.0,,,7.0,,,0.0,,,7.0,L
,,1.0,,,,7.0,,,,,,,,4.0,10.0,C
,,,,,5.0,,,,,,,0.0,10.0,,7.0,P
,,,3.0,,,12.0,,,,,8.0,,11.0,,,T
,,,,,,,,,6.0,,,,,,,W
2.0,,,,,,8.0,8.0,,,,7.0,,,,,B
,,,,2.0,,,,,,,14.0,,,,,C
,,,,,7.0,,,,,,,,,,,I
,,,,1.0,,7.0,,,,,,,,2.0,8.0,I
,,5.0,,,,,,4.0,,,,,10.0,,,V
,,,,,7.0,,,,9.0,,,,,,,K
,,,,,,,,,7.0,5.0,,2.0,,,,S
,,,,,,,3.0,7.0,11.0,9.0,,,,,,T
,,,7.0,,,,,,,,,,,,,C
,,,,0.0,8.0,,,,7.0,6.0,,,,,,X
,,,,,,,3.0,,,,7.0,,,,,N
5.0,,,,,,,,,,,6.0,,11.0,,,Y
,,,,5.0,,12.0,,,,,,6.0,,,,V
,3.0,,,,,7.0,,,,,,,,2.0,,O
,,6.0,,,7.0,,,,,,,,,,,S
4.0,,,,3.0,,9.0,,,,,,,,,,I
5.0,,6.0,,,,,,,,,,2.0,8.0,,8.0,O
,,,,5.0,,6.0,,,,,,,,,,G
,5.0,,6.0,,,,,,,,8.0,,,,,I
,8.0,,,,,12.0,,8.0,,10.0,4.0,,,,,T
,,,,,,,7.0,,,1.0,,,,,,L
,,,5.0,,,,,6.0,,,9.0,,,,,T
,,,,,,7.0,,,,,,,,,,N
,,,8.0,2.0,,,,,,,,,,,,K
,,,,,11.0,,5.0,,,,,4.0,,,,Z
,,5.0,7.0,,,,,,7.0,,,,,,,H
,8.0,4.0,,,,,,,,,10.0,0.0,,,,S
5.0,,7.0,,,,,5.0,,6.0,,,,,,,K
,,,,,,,5.0,,,11.0,,,,,,U
,,7.0,,,,,,,,,,,,,,J
4.0,,,,4.0,,6.0,,,11.0,,9.0,,8.0,,,Z
,9.0,,,,,,,,,,,,,,,Y
,,,,,,,,,,,,,,0.0,,L
,,,4.0,,,,,,,,,,6.0,,,J
,,7.0,,,,,,6.0,,,,,,,,B
,,8.0,,,,,,,,3.0,9.0,,,,,K
,9.0,5.0,,1.0,,,,,,,,3.0,9.0,,,V
,6.0,,,,,,,,,,9.0,,9.0,,,T
,,,,4.0,,,2.0,,,,,,11.0,,,W
,,,,,,7.0,4.0,,,,,,9.0,,,S
,,,6.0,,8.0,,,2.0,,,8.0,,,,,W
,,,,,,8.0,,,,,8.0,,,,,O
,,,,,,,,,,,,,,3.0,,H
,,,,,,,,,,,8.0,,,,8.0,A
,,,,,,,,7.0,,,8.0,,,2.0,,I
,,,,,,,,,,,,,,,,N
,2.0,,3.0,3.0,,,,,,,,,,,,D
,,,,,,,,,,,,0.0,8.0,,,Z
,10.0,6.0,7.0,,,,,,,,11.0,1.0,,,,J
,3.0,4.0,,,,,,,,6.0,9.0,,,,,G
2.0,,4.0,,,,,2.0,,,,5.0,3.0,,5.0,,I
,,,,,,,,,6.0,,,,,,9.0,C
,8.0,5.0,6.0,,,,4.0,,9.0,6.0,,,,,,Z
,,6.0,7.0,1.0,,,2.0,,6.0,,,,,,,Y
,,,,3.0,,,6.0,,6.0,,,2.0,,,,G
,,,,6.0,,6.0,,,7.0,,8.0,,,,,O
,,,2.0,,,,,,,,,,,,,Y
,,,,,,,,,,,,,,,,O
2.0,,,,,,,,,,,,,,,8.0,J
5.0,,,,,,,4.0,,,,,,8.0,,,S
,8.0,,,,,,,,,,,,,9.0,8.0,Y
,,,,,,,2.0,,,,,2.0,,,8.0,E
4.0,,,,,,6.0,,,,,,,,,,M
2.0,,,,,,,,2.0,,,,,,,,V
,,,,,,,,,,4.0,6.0,,,,,B
,1.0,,,,,,3.0,,,6.0,8.0,2.0,,,,X
7.0,,,,3.0,7.0,,,,,,,,,,,S
,,,,,,,,,,10.0,9.0,,,,,N
,,,,,,,,4.0,9.0,,,,,1.0,8.0,N
,,,,,,9.0,,1.0,,,,,,,,V
,,,,,,,,,,,8.0,,,5.0,8.0,S
,,,,,7.0,,,,,,,,,,,Z
,,,,,,,,,7.0,,,10.0,,,,M
,,,,,,,,6.0,,,,2.0,,,,B
,,7.0,,,,8.0,,7.0,9.0,,,4.0,8.0,,,U
,,,,,,,,,,9.0,,,,,,E
,,,4.0,,,11.0,,3.0,,,,,,,11.0,R
,7.0,,5.0,,,,,,,,,,,,,F
,,,,,8.0,,,,,,,1.0,,9.0,8.0,S
,,,,,,,,,,,,,,,7.0,D
,13.0,,,,,,,,,,,,9.0,3.0,8.0,S
1.0,0.0,2.0,,1.0,,6.0,,,,,9.0,,,,10.0,G
,7.0,,,,4.0,,,,11.0,,,,6.0,,,M
,,,,3.0,,,,5.0,4.0,,,,,,7.0,N
,,,5.0,4.0,6.0,7.0,,,,,,,,5.0,9.0,K
,,,4.0,,,,,,9.0,,,,,,,W
,,,,,6.0,,,,,6.0,,,,,,C
,,,,,7.0,,,,,,,,,,,B
,6.0,,,,,8.0,,,,7.0,,,,,,D
,,,,1.0,6.0,,2.0,,,,,,,,,F
,3.0,,,,7.0,,,,,6.0,,,,,,B
,,,,5.0,,8.0,,,,,10.0,3.0,8.0,,,E
,,,,,,,,9.0,,,,,,,,X
2.0,,,4.0,1.0,7.0,,,,,,8.0,,,,,I
,,,5.0,,,,,,,,,,,,6.0,U
,,,,,8.0,,,,,,8.0,,,,,M
,,,,,6.0,6.0,9.0,,,,,,7.0,5.0,,L
,,,,,,,,6.0,10.0,,,,,,,J
,,,,,,,,,,,,,,4.0,8.0,X
,11.0,5.0,8.0,,,,,,7.0,,,,,,,B
,,,8.0,,,,4.0,,,,11.0,,,,,J
1.0,0.0,1.0,,,,,,,5.0,,7.0,,,,,S
,6.0,4.0,,,,,,,,,,,,,,M
,,,,,,,,3.0,,,,,,,,R
6.0,,,8.0,,5.0,,8.0,9.0,9.0,,,2.0,,4.0,,C
0.0,,,,0.0,7.0,7.0,,4.0,,,,,,,8.0,I
5.0,9.0,,,,,,,,,,10.0,,,,,Q
3.0,,,,,,,,,9.0,,12.0,,,,,C
6.0,,,,,,6.0,4.0,,,,6.0,3.0,,,,D
,,,,5.0,,,,,,,,,,,,M
5.0,,,,,,,,,7.0,,,,,0.0,,H
,,,,1.0,9.0,,4.0,3.0,,,,,10.0,,,V
,,,,4.0,,10.0,,,9.0,10.0,9.0,8.0,,,,W
,,,,,,6.0,6.0,4.0,,,,,5.0,,,M
,,8.0,8.0,,,,,,,,8.0,,10.0,,,F
,,,,2.0,,,,,,7.0,,,,,,G
,,6.0,,,,,,,9.0,,,,,,,Y
2.0,,,,,,,,,,,,,,,8.0,S
8.0,,11.0,,,,,,7.0,,,,,,,,K
8.0,,,7.0,,,5.0,,,,,,,,9.0,,Q
4.0,,,,,,,,,,8.0,8.0,,,,,U
,,,,3.0,,,,5.0,,,,,,,,N
,3.0,4.0,5.0,,,,,,,,,0.0,,,,L
,,,,,,,,,,,,,,,,J
,3.0,,,,,8.0,,,,,,2.0,,,,X
,9.0,,7.0,,,,,,,,9.0,,,,,O
,9.0,6.0,,,7.0,,,,,6.0,8.0,,,,8.0,O
,,,8.0,,,,,,,,,,,,,R
,9.0,,,,,8.0,,,,,,,9.0,,8.0,P
2.0,,,,,,,,7.0,,,,,,4.0,8.0,E
,,,,,,,,4.0,,,7.0,,7.0,,,R
,,3.0,,,,,,,,,,2.0,,,,D
,,,2.0,,,,,,,,10.0,0.0,,,,J
,,,,,,,,,13.0,,12.0,,7.0,,,J
,,,,4.0,9.0,,,,12.0,,,,6.0,5.0,,D
5.0,11.0,6.0,,,,7.0,,,,,12.0,,,,8.0,C
2.0,4.0,,3.0,2.0,,7.0,,,10.0,3.0,,,,,10.0,R
,,,,,,,,5.0,,5.0,,,7.0,2.0,8.0,M
3.0,,4.0,,,,,4.0,,,,4.0,2.0,,,,F
,,,,,,,,,,,,,8.0,,,T
2.0,,4.0,,,,,,,9.0,,9.0,,,2.0,,A
,,,,,,,,,,,,,,7.0,,B
,,,,,,,,,,,,,,,,I
8.0,,,,,,,,,,8.0,,,8.0,,,S
,1.0,,2.0,,7.0,7.0,5.0,,,,,,,,8.0,Z
,,,,4.0,,7.0,,,,,,,,,,H
,11.0,,,,,,,,,,5.0,,,,,S
,,6.0,7.0,,,,,,,,,4.0,5.0,,5.0,D
5.0,,,,,,,,,10.0,,6.0,,,1.0,,N
,,,8.0,,,,10.0,,,6.0,,,,9.0,,B
0.0,,,,,,,,,,,,,,,8.0,I
,,,,,6.0,,,,,,,1.0,,,,F
,,,4.0,,,,8.0,4.0,,,,,,,,J
,,,,,9.0,7.0,,5.0,,,,,,,,R
,,,,,,,,,,6.0,8.0,,,,,O
,,7.0,,,,7.0,,7.0,,6.0,,,,,,D
,1.0,,,,,,,,,,,,,4.0,,Q
,,,,,,,,,,,,4.0,7.0,6.0,,R
,,,,,,,0.0,,13.0,,,,,,,I
,,,,5.0,,,,,,,,,11.0,4.0,,V
,,,,,,8.0,,,7.0,,,,,0.0,8.0,W
,,,2.0,,,,,,,,,2.0,8.0,3.0,,E
,,,,5.0,,7.0,,,,,,,,,,U
,,,,5.0,,7.0,,,,6.0,,,,3.0,8.0,D
,,6.0,,,,,4.0,,,,,,,,,U
,,,,,,4.0,6.0,,12.0,,,0.0,7.0,,,J
,,,,,,,,,,12.0,,,,2.0,,Y
,,,,,,,,,,,,,,,,Y
7.0,,,,6.0,,11.0,,,10.0,10.0,,,,,,W
3.0,9.0,,,5.0,8.0,,,,,,,,8.0,,,B
5.0,,,,,,,,,,6.0,,,,,,P
,,,,,7.0,,6.0,,14.0,,4.0,,,,,P
,7.0,5.0,,4.0,6.0,7.0,,4.0,,,,,,,,G
,9.0,,6.0,8.0,,,,,,,,,,,7.0,S
,,,5.0,4.0,,,,,,,,2.0,,,9.0,B
,,,,,,11.0,,,,,4.0,,,,,I
4.0,,,,6.0,6.0,,,,,,,,,3.0,,C
,,,,,,7.0,,,,,12.0,0.0,,6.0,,E
,,,1.0,,,,,3.0,,,,,,,,Q
,4.0,,,,,7.0,,,,,,,7.0,,,B
2.0,,3.0,,,10.0,,,,,,,1.0,,,,J
,11.0,9.0,,,,,,,,,,,,,,P
3.0,6.0,,,,7.0,,,,,,,,,,,W
,,,,,,,,,,,,,,,,Y
,,8.0,,,,,,,,6.0,,,,,,E
,11.0,,8.0,,,,,,,,,3.0,,,3.0,Y
,,,0.0,,7.0,,,,7.0,,,,8.0,,,H
5.0,,,6.0,,,,,,,,,,6.0,,8.0,M
,,,,,,,,,4.0,,,,8.0,4.0,8.0,D
4.0,,,,4.0,,,,,,,,,,,,N
,,6.0,,,4.0,10.0,,6.0,,,6.0,2.0,10.0,,,F
5.0,8.0,,,,,7.0,,,10.0,9.0,,,,,,M
,,3.0,,2.0,,,2.0,,11.0,,,2.0,,,,E
,,3.0,5.0,,7.0,5.0,,,,,,3.0,,,,U
,,,,,,,14.0,,,,,,,,,U
2.0,4.0,,3.0,2.0,8.0,,,9.0,,,,,,,,Z
,,,,,,,,,,8.0,,,,,,W
6.0,,,,4.0,,,,2.0,,,,8.0,,,,W
,,,,,,,,6.0,,,9.0,,,,8.0,J
,11.0,,,,,,13.0,,,,7.0,6.0,8.0,,10.0,N
,,,,,7.0,,4.0,,,,,,,,,T
2.0,,,2.0,,,,,,,,,2.0,,,9.0,Q
3.0,,,,,,,,,,,,,,,7.0,H
,7.0,,,1.0,,,,,,,6.0,,,,,L
,,,6.0,,8.0,,,4.0,,,,11.0,,,,M
,,5.0,5.0,,,,1.0,,,9.0,,,,,,Y
,,,,,4.0,,,,12.0,10.0,,,,,,T
,7.0,,,,6.0,,,,8.0,,,,,,,T
,,4.0,,,,,,,7.0,5.0,,,,5.0,,X
3.0,,,,,7.0,10.0,,,,,,1.0,,,,P
,,4.0,,,,,2.0,,,,,,,6.0,,Z
,,,,,7.0,,,,,,8.0,,,,,N
,,9.0,,,,,,,,,8.0,,,,8.0,M
,,,,,,,,,,,,,10.0,,6.0,P
,,,8.0,,,,,3.0,10.0,,4.0,,,,,P
,,,,,11.0,,,,,,,,7.0,,9.0,Z
,,,7.0,,,,,,,,,,,,,J
,,5.0,,3.0,,,4.0,,,,7.0,,,3.0,11.0,R
,,8.0,,9.0,,,,,,,,,,,,V
,,,,,9.0,11.0,,,,7.0,,,,,,Q
,,,,,7.0,,,,,,,,,,,M
,,,,,,,,5.0,,,,,6.0,,8.0,R
,,4.0,,,,,,2.0,7.0,,,,,3.0,,A
3.0,,,6.0,,,,,,,,,5.0,,,,N
,,,,,9.0,,5.0,,,,,,,9.0,,Z
2.0,6.0,,4.0,,,,,5.0,,,,,,,,T
,,,,,,8.0,,6.0,,,,,,,8.0,J
,3.0,,,3.0,8.0,,6.0,3.0,,,9.0,,,,,Q
,7.0,,,,,,,,,12.0,,,,,,Y
,,,,,,,,,,,,,,,,F
2.0,,,,,7.0,,11.0,,,6.0,,,9.0,,,N
,,,,,,,,,7.0,,8.0,,8.0,,,R
,,,,,,6.0,,,,,,,,,8.0,O
,,,,,9.0,,,,,,,,9.0,,9.0,B
4.0,,,,,,,,4.0,,,,,11.0,8.0,,E
,,,,,,,,,,,,,,,10.0,Q
,,,,,,,,,,5.0,,,,,8.0,H
3.0,,,,,,,,,10.0,,,,,1.0,,N
,,,,,8.0,,1.0,6.0,,,,4.0,,,,K
,,,,7.0,,,,,,,,3.0,,,,Q
,,,,1.0,,,0.0,,8.0,,,0.0,,,,T
,,,,,,,,,,,,,,,8.0,T
,,,,9.0,,,,,,6.0,,,,,,Q
,,5.0,,,8.0,,5.0,,,,,3.0,,,,D
,,4.0,2.0,,,,,,,4.0,,,10.0,,,P
,,,6.0,,,6.0,,,,,,,7.0,,12.0,B
,,,,,,,,,,,,,,,,B
,,5.0,,,7.0,,,,,,,,,,,E
,,,,3.0,,7.0,,,,10.0,,,9.0,,,U
,9.0,,,,9.0,8.0,2.0,3.0,,,,,,,,J
,,,,6.0,,,4.0,,8.0,,,7.0,8.0,,6.0,R
5.0,9.0,,,,,,,,,5.0,,,,,,J
,,3.0,3.0,,,,,,10.0,,,,,,6.0,U
4.0,,6.0,,,,11.0,3.0,,,,8.0,,,,,W
,,,,2.0,,,,,,,,,8.0,,,E
,1.0,,,2.0,,,,,,,,3.0,,,7.0,H
,,,,,6.0,,,,,,,,,,,K
,,,2.0,,8.0,,6.0,,,,,,8.0,,,O
,3.0,,2.0,,,3.0,2.0,,,,,,6.0,,8.0,A
,0.0,2.0,,,,,,0.0,,,8.0,,,,,N
,,,6.0,,7.0,,,,,,,,,,,M
4.0,,,,4.0,,,,4.0,,,,,8.0,,,O
,,,,,,3.0,,2.0,,2.0,,,,,,A
2.0,,,3.0,1.0,,7.0,,,,,,0.0,8.0,,7.0,I
,,4.0,,2.0,,,0.0,,,,,,,,,T
,9.0,,7.0,,10.0,,,,,2.0,,,,,11.0,R
,,,,,,,6.0,7.0,,,,1.0,9.0,4.0,,C
7.0,,,,6.0,,,5.0,7.0,,,,,,,,R
,,6.0,7.0,5.0,,,4.0,,12.0,5.0,,,,,,P
4.0,,,,,,,7.0,,,6.0,,,8.0,6.0,,R
,10.0,,,,,,,4.0,,6.0,,,8.0,,,I
,,,5.0,,,,,,,,,,,,,C
6.0,12.0,,,4.0,,,,,,,11.0,,,,,C
,9.0,,,,,,,,,,,7.0,,,,K
,9.0,,,1.0,,,,,,6.0,8.0,,,4.0,8.0,X
3.0,,,,1.0,,11.0,2.0,,7.0,,,1.0,,1.0,,T
,,,,,,,,,7.0,,,,,,,A
,6.0,,,,,,,,,,,,,,,N
,,,,,,,,,,,,5.0,7.0,,,A
5.0,,7.0,,,8.0,,,,,,9.0,,,6.0,,Q
3.0,6.0,,,,7.0,5.0,,,7.0,,,3.0,,,,U
,,,,,,,,,,,,,,0.0,,N
,,,,,,6.0,,5.0,,,,2.0,,,,S
,,8.0,,,,,3.0,,,,,,,,,V
5.0,,8.0,,,,,,,,,,,7.0,,,X
,,,,0.0,,,,,,,,,,,8.0,T
3.0,,,,,,,,,6.0,6.0,,,,,,X
,,,,,4.0,,,,,,8.0,,10.0,,8.0,W
,,,0.0,,,6.0,,,,,9.0,,,5.0,10.0,G
,,,,,,,,,,,,3.0,,,,X
,,,,3.0,9.0,,,,,,,,,,5.0,I
5.0,10.0,,,,,,,,,,,,,,,U
,,,,,7.0,7.0,,,,6.0,,0.0,,,,I
,,5.0,5.0,3.0,,,4.0,,,6.0,,,,,,X
0.0,,,,0.0,,,4.0,,,,,,,,8.0,I
,,,6.0,,,,3.0,,,,,,,,,N
,,6.0,,9.0,8.0,,,,,,,,,,,P
,,,,,7.0,,3.0,,,6.0,,1.0,,,,J
,,,,,,,8.0,4.0,,,,,,3.0,,O
,1.0,,,,,,,,,,,,,,,O
,,5.0,,,7.0,,,4.0,,,,,,,7.0,N
,10.0,,,,6.0,,,,,,,7.0,,,,N
,,,,,,,,4.0,,,,,11.0,,,P
,,,,,,,,,,,8.0,,8.0,,8.0,Z
,5.0,7.0,,,7.0,8.0,,3.0,,,8.0,3.0,,,,V
,,,,,9.0,4.0,,2.0,,,8.0,,,2.0,,A
,7.0,,,,,,,,,,,,10.0,,8.0,V
,,,,,,,,,,,,1.0,9.0,,,C
,0.0,,,,,,,4.0,,6.0,,,,5.0,,B
,,,,,7.0,,,,,,,,8.0,,8.0,X
,10.0,,,,,,,,,,,,,,,M
,,,,,,,,,,6.0,,,,,8.0,N
,10.0,,,,,,7.0,,,,,,8.0,,,C
,11.0,,6.0,,,5.0,,,,8.0,8.0,,,,,U
,,,,,,,,,,6.0,,,,,8.0,D
6.0,10.0,,,,,,,,,,,,,,,A
,,,,,,,5.0,,,,8.0,,,4.0,,G
5.0,,,,3.0,,8.0,,,,,,3.0,,,,D
,,,,,,,,,,7.0,9.0,,,,9.0,O
,13.0,,,,,,,,,,,,,,,N
,0.0,,,,,11.0,,,,,,,,,,P
4.0,6.0,7.0,4.0,,,3.0,,,,4.0,,,,2.0,,M
,,,,,,,,,,,,,7.0,,,R
4.0,,6.0,6.0,,,7.0,,7.0,,,,,,,,R
,,,4.0,,7.0,,,,,,,,,,,R
,,6.0,,,8.0,,,,,,,,,,,U
,,,,,,6.0,,,,,,,10.0,,,G
,,,6.0,,,,,,,,,,,,,E
,,6.0,,,7.0,,,,,,,,,,,Y
,,,8.0,,,,6.0,,4.0,6.0,,,,,,N
,,,4.0,,,9.0,,,,5.0,,3.0,,,,R
,9.0,,,,6.0,7.0,,,,,,3.0,7.0,,,R
,4.0,,,1.0,,,,,,6.0,8.0,,,,,X
3.0,,,,,,,3.0,5.0,,8.0,,,,,,J
5.0,,,,,,,,,,10.0,7.0,3.0,,4.0,,Y
,,,,3.0,,,,,,,,,,3.0,,P
6.0,,,,3.0,,,15.0,0.0,,5.0,8.0,,,,,H
4.0,,,,,,,6.0,,7.0,5.0,,,,,,E
,,,,,,,,,9.0,,8.0,,,6.0,,R
,,,,,11.0,,,2.0,,3.0,11.0,,,4.0,11.0,A
,6.0,,,,,,5.0,3.0,,,,,,,7.0,E
,,,,,7.0,7.0,6.0,6.0,,6.0,,,8.0,,,B
,,,,2.0,,,,6.0,,,9.0,,,,,G
,,,,,,10.0,,3.0,,4.0,,,10.0,,,P
,8.0,,,,7.0,,,,,6.0,,,,,,D
,,8.0,,,,,,,11.0,,,4.0,,,,D
,,,,,,,,,,,,,9.0,,8.0,Q
,,6.0,,6.0,,,,,,6.0,,,,,7.0,C
,,,6.0,,,5.0,2.0,,,,,,,,,M
,,,,3.0,,,6.0,,,,,2.0,,,9.0,E
,9.0,6.0,,,,3.0,,,,,9.0,,6.0,,9.0,A
,,,6.0,,,,,,6.0,,,,,0.0,,N
,,,,,,,,,,,,4.0,,,,J
5.0,,,,5.0,,,2.0,,,,,,9.0,3.0,9.0,P
,,,,,,,,,,7.0,,,,,,N
,,,,5.0,,,4.0,,,,,4.0,,,,K
,,,,,,7.0,,7.0,,,,,,,,G
,,,,,,,,,,9.0,,,10.0,,,F
,,,,,,,,,5.0,,,,,,,W
,,,7.0,,,,,,,,,,,0.0,,V
,,,,,0.0,,,,,,5.0,,,,,L
4.0,,,,,,,,,,6.0,13.0,,,4.0,,C
,5.0,,,,,,,,,,,,,,,A
,,,,,7.0,,,,7.0,,,,,,,I
,,,6.0,,,7.0,,4.0,7.0,,,,,,,O
,9.0,,7.0,2.0,,,,,,,,,,,,V
,,,,4.0,,,3.0,,,,,,,,,Z
,,4.0,5.0,,,,,5.0,,,,,,,,J
4.0,,,,,6.0,,,,11.0,9.0,,1.0,11.0,,,T
,,8.0,,,8.0,,,,12.0,,,,7.0,,,Z
,9.0,,,7.0,,8.0,,,,7.0,,5.0,,,,E
,,,,2.0,5.0,,,,,2.0,,,,,6.0,L
,,,,,,,,,,,,,,0.0,8.0,L
8.0,,9.0,7.0,,,7.0,,,,,,,8.0,,,U
,5.0,,3.0,,,11.0,,2.0,,,,,,,,W
,8.0,,,,7.0,5.0,5.0,,9.0,,,5.0,5.0,,,O
,,,,,8.0,7.0,,,,9.0,,8.0,,,,M
,,,,8.0,7.0,,,,8.0,9.0,,5.0,,,,Q
,6.0,,,,,,,,,,,,,,,I
2.0,3.0,,,,,7.0,,,,,,,,,,G
,,,,,,,,,,,9.0,,11.0,8.0,,Y
,,,,,,,,,,,,,,1.0,,F
4.0,,,6.0,,,7.0,,7.0,,,,,10.0,,,T
5.0,,,,,,,,,12.0,12.0,,,,1.0,8.0,V
,7.0,,,4.0,,,,,,,,,,8.0,11.0,L
,,,,,,,,,,,,8.0,,,,W
1.0,,0.0,,,,,,,,,,,,2.0,,I
3.0,9.0,4.0,,,,,9.0,5.0,,,,3.0,8.0,,,O
,7.0,,,4.0,8.0,8.0,,,,,,3.0,,,,Q
2.0,5.0,4.0,,,,,,,,6.0,,,,,,N
3.0,,,,,,,,2.0,,,,,,,8.0,N
,,,,,,7.0,,5.0,,,,,,3.0,8.0,O
,,,,,,,8.0,,5.0,,,,,,,O
,,5.0,,,,,,,,,,,,9.0,5.0,Z
3.0,5.0,,,4.0,,,,,,,,,,,,H
,,,,,,,,,13.0,,,1.0,,,,F
4.0,,,6.0,,,7.0,5.0,8.0,,,,,,6.0,,E
,,7.0,,,,,,,,,,,,,,W
,,,5.0,,,,,,,,9.0,,,,,W
,,,,3.0,,,,,,11.0,,,11.0,,,X
,,,6.0,,,,,,,,,,,,,Y
2.0,,3.0,,,7.0,,,,,,10.0,,,,,Q
,,,,,,,4.0,4.0,12.0,,,,,,6.0,F
,11.0,,,9.0,,,,,9.0,,,,9.0,,2.0,F
,,,,,,,,,,,,,,,,M
6.0,,,,,,,,,,,8.0,3.0,,2.0,,U
2.0,,,,,,,,6.0,,,,,,,8.0,T
,,,,3.0,,9.0,,,,,,,,,,J
,9.0,5.0,7.0,,,7.0,4.0,14.0,,,,,,,8.0,Z
,,,,2.0,,,,,,8.0,,3.0,,5.0,10.0,Q
0.0,,,,0.0,7.0,,,,,,8.0,0.0,,,,I
2.0,,,,,8.0,,,,,,,,,,8.0,O
,,,,,,,,,,,8.0,,,0.0,,W
,,,6.0,,,,,,,11.0,11.0,3.0,,,,K
,,,,7.0,4.0,8.0,1.0,,,,,,,,,K
,,,,2.0,,9.0,,4.0,9.0,,,1.0,,,,P
,,,,,8.0,,,,,,,,,,,D
,,,7.0,,,8.0,,,,8.0,10.0,,8.0,,,U
,8.0,,7.0,3.0,,,,,,7.0,,,,,,Q
,,,,2.0,,,,,,,,2.0,,,,D
,,4.0,7.0,2.0,,,,,,0.0,8.0,,,,,L
2.0,,,3.0,,,,,,8.0,,,0.0,,,,L
,,,,,,,,,,,10.0,,,,,G
,,,,4.0,,,,7.0,,,,,,,,K
,,,,,,,,,,,,0.0,,,,T
,,,,,5.0,,,,,,,,8.0,,,X
,8.0,6.0,,3.0,9.0,3.0,,,,,,,6.0,,,A
,,,,,,,,,,,,,,3.0,8.0,D
,,,,,7.0,,9.0,,7.0,,,,,,8.0,O
,,6.0,,,,,,,10.0,,,,,3.0,,K
6.0,,,,,,,3.0,,8.0,,,,,,,M
1.0,,,,,,,,,,,,0.0,,,,I
,,,,,,,,,,4.0,,,,,,A
,8.0,,6.0,,,,,,,,,,8.0,,,B
,,,,,7.0,,,,,,,,,,,A
,8.0,,6.0,5.0,,,,,,,,,,,,K
,,,,,,8.0,,,,,,,,,,F
,15.0,,,,,,,,,,,5.0,,,8.0,G
,,5.0,,,,7.0,,,,,,3.0,,,,X
,,,2.0,,,8.0,6.0,5.0,,,,,,,,H
,6.0,,4.0,,9.0,,4.0,,,,,,,,,S
,,,7.0,,,11.0,,,,,,,,,,P
,,7.0,8.0,,,,,,,,,3.0,,3.0,,A
,,,,1.0,,,,,,,,,8.0,,,F
